report_date,net
2022-04-19,32094.0
2022-04-26,18081.0
2022-05-03,31766.0
2022-05-10,11964.0
2022-05-17,9324.0
2022-05-24,-1823.0
2022-05-31,1263.0
2022-06-07,8489.0
2022-06-14,-11479.0
2022-06-21,-4816.0
2022-06-28,-5026.0
2022-07-05,-19933.0
2022-07-12,-17601.0
2022-07-19,-18238.0
2022-07-26,-13284.0
2022-08-02,-19648.0
2022-08-09,-19192.0
2022-08-16,-17273.0
2022-08-23,-19303.0
2022-08-30,-9334.0
2022-09-06,-14031.0
2022-09-13,-24839.0
2022-09-20,-25119.0
2022-09-27,-32129.0
2022-10-04,-21079.0
2022-10-11,-6449.0
2022-10-18,-9050.0
2022-10-25,-23444.0
2022-11-01,-28335.0
2022-11-08,-1606.0
2022-11-15,13999.0
2022-11-22,1699.0
2022-11-29,-3893.0
2022-12-06,3912.0
2022-12-13,10490.0
2022-12-20,6754.0
2022-12-27,21073.0
2023-01-03,16830.0
2023-01-10,14867.0
2023-01-17,13469.0
2023-01-24,8460.0
2023-01-31,9869.0
2023-02-07,11111.0
2023-02-14,18316.0
2023-02-21,37464.0
2023-02-28,47141.0
2023-03-07,47630.0
2023-03-14,22638.0
2023-03-21,28054.0
2023-03-28,54337.0
2023-04-04,55262.0
2023-04-11,57280.0
2023-04-18,57119.0
2023-04-25,57963.0
2023-05-02,53536.0
2023-05-09,57180.0
2023-05-16,58267.0
2023-05-23,59703.0
2023-05-30,60430.0
2023-06-06,65830.0
2023-06-13,77101.0
2023-06-20,67955.0
2023-06-27,73358.0
2023-07-03,78613.0
2023-07-11,75595.0
2023-07-18,78367.0
2023-07-25,79716.0
2023-08-01,80352.0
2023-08-08,73984.0
2023-08-15,71545.0
2023-08-22,71044.0
2023-08-29,81199.0
2023-09-05,84166.0
2023-09-12,85897.0
2023-09-19,86695.0
2023-09-26,73419.0
2023-10-03,63684.0
2023-10-10,61892.0
2023-10-17,68109.0
2023-10-24,74635.0
2023-10-31,67142.0
2023-11-07,70698.0
2023-11-14,73550.0
2023-11-21,71574.0
2023-11-28,70844.0
2023-12-05,64318.0
2023-12-12,64090.0
2023-12-19,66208.0
2023-12-26,60469.0
2024-01-02,60796.0
2024-01-09,57695.0
2024-01-16,63735.0
2024-01-23,69826.0
2024-01-30,64234.0
2024-02-06,57469.0
2024-02-13,42899.0
2024-02-20,39319.0
2024-02-27,34158.0
2024-03-05,33311.0
2024-03-12,36170.0
2024-03-19,28493.0
2024-03-26,26666.0
2024-04-02,24398.0
2024-04-09,22872.0
2024-04-16,21769.0
2024-04-23,20248.0
2024-04-30,15910.0
2024-05-07,14829.0
2024-05-14,14686.0
2024-05-21,15992.0
2024-05-28,19133.0
2024-06-04,19936.0
2024-06-11,24429.0
2024-06-18,23410.0
2024-06-25,19285.0
2024-07-02,18566.0
2024-07-09,20405.0
2024-07-16,21677.0
2024-07-23,23120.0
